available_at,direction,event_id,lower,timeframe,upper,zone_type
2023-03-07 13:30:00,BEARISH,D1-20230306-BEARISH,12344.6,M5,12346.3,C1_OB_FVG
2023-03-07 14:10:00,BEARISH,D1-20230306-BEARISH,12338.2,M5,12338.3,C2_FVG_BREAKER
2023-03-07 14:10:00,BEARISH,D1-20230306-BEARISH,12332.7,M5,12333.9,C2_FVG_BREAKER
2023-03-07 14:10:00,BEARISH,D1-20230306-BEARISH,12340.1,M5,12341.2,C2_FVG_BREAKER
2023-03-07 14:10:00,BEARISH,D1-20230306-BEARISH,12340.1,M5,12341.2,C2_FVG_BREAKER
2023-03-07 14:30:00,BEARISH,D1-20230306-BEARISH,12331.2,M5,12332.0,C2_FVG_BREAKER
2023-03-07 16:00:00,BEARISH,D1-20230306-BEARISH,12340.1,M5,12341.6,C1_OB_FVG
2023-03-07 16:00:00,BEARISH,D1-20230306-BEARISH,12338.2,M5,12338.3,C1_OB_FVG
2023-03-07 16:00:00,BEARISH,D1-20230306-BEARISH,12344.1,M5,12344.4,C1_OB_FVG
2023-03-07 16:00:00,BEARISH,D1-20230306-BEARISH,12340.1,M5,12344.4,C1_OB_FVG
2023-03-07 16:00:00,BEARISH,D1-20230306-BEARISH,12332.8,M5,12334.3,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12323.0,M5,12323.6,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12319.2,M5,12322.9,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12327.0,M5,12327.1,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12325.1,M5,12325.2,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12326.7,M5,12327.8,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12324.1,M5,12326.2,C2_FVG_BREAKER
2023-03-07 16:15:00,BEARISH,D1-20230306-BEARISH,12323.6,M5,12327.4,C2_FVG_BREAKER
2023-03-07 20:30:00,BEARISH,D1-20230306-BEARISH,12223.4,M5,12230.5,C2_FVG_BREAKER
2023-03-07 20:30:00,BEARISH,D1-20230306-BEARISH,12210.7,M5,12214.9,C2_FVG_BREAKER
2023-03-07 20:30:00,BEARISH,D1-20230306-BEARISH,12224.2,M5,12226.1,C2_FVG_BREAKER
2023-03-07 20:30:00,BEARISH,D1-20230306-BEARISH,12218.9,M5,12221.1,C2_FVG_BREAKER
2023-03-07 20:30:00,BEARISH,D1-20230306-BEARISH,12226.2,M5,12227.4,C2_FVG_BREAKER
2023-03-07 08:14:00,BEARISH,D1-20230306-BEARISH,12336.3,M1,12338.2,C1_OB_FVG
2023-03-07 08:24:00,BEARISH,D1-20230306-BEARISH,12329.6,M1,12330.7,C1_OB_FVG
2023-03-07 08:44:00,BEARISH,D1-20230306-BEARISH,12323.5,M1,12325.0,C2_FVG_BREAKER
2023-03-07 08:44:00,BEARISH,D1-20230306-BEARISH,12323.5,M1,12324.0,C2_FVG_BREAKER
2023-03-07 09:01:00,BEARISH,D1-20230306-BEARISH,12323.2,M1,12324.0,C2_FVG_BREAKER
2023-03-07 09:02:00,BEARISH,D1-20230306-BEARISH,12324.0,M1,12325.0,C1_OB_FVG
2023-03-07 10:01:00,BEARISH,D1-20230306-BEARISH,12321.9,M1,12322.6,C2_FVG_BREAKER
2023-03-07 10:01:00,BEARISH,D1-20230306-BEARISH,12320.7,M1,12321.3,C2_FVG_BREAKER
2023-03-07 10:01:00,BEARISH,D1-20230306-BEARISH,12320.5,M1,12321.1,C2_FVG_BREAKER
2023-03-07 10:01:00,BEARISH,D1-20230306-BEARISH,12322.0,M1,12322.1,C2_FVG_BREAKER
2023-03-07 10:13:00,BEARISH,D1-20230306-BEARISH,12321.0,M1,12322.6,C2_FVG_BREAKER
2023-03-07 10:13:00,BEARISH,D1-20230306-BEARISH,12323.2,M1,12323.9,C2_FVG_BREAKER
2023-03-07 10:14:00,BEARISH,D1-20230306-BEARISH,12319.8,M1,12320.5,C2_FVG_BREAKER
2023-03-07 11:20:00,BEARISH,D1-20230306-BEARISH,12353.8,M1,12355.4,C1_OB_FVG
2023-03-07 11:45:00,BEARISH,D1-20230306-BEARISH,12342.9,M1,12343.5,C2_FVG_BREAKER
2023-03-07 11:45:00,BEARISH,D1-20230306-BEARISH,12345.4,M1,12346.6,C2_FVG_BREAKER
2023-03-07 11:58:00,BEARISH,D1-20230306-BEARISH,12336.3,M1,12337.5,C1_OB_FVG
2023-03-07 11:58:00,BEARISH,D1-20230306-BEARISH,12337.0,M1,12337.5,C1_OB_FVG
2023-03-07 12:26:00,BEARISH,D1-20230306-BEARISH,12342.9,M1,12345.2,C2_FVG_BREAKER
2023-03-07 12:47:00,BEARISH,D1-20230306-BEARISH,12345.9,M1,12346.3,C2_FVG_BREAKER
2023-03-07 13:09:00,BEARISH,D1-20230306-BEARISH,12345.2,M1,12346.8,C2_FVG_BREAKER
2023-03-07 13:23:00,BEARISH,D1-20230306-BEARISH,12342.9,M1,12346.8,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12334.4,M1,12335.4,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12334.5,M1,12335.4,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12334.4,M1,12336.1,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12334.5,M1,12336.1,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12334.4,M1,12335.3,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12334.5,M1,12335.3,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12336.2,M1,12336.3,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12336.2,M1,12336.5,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12336.3,M1,12338.0,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12337.0,M1,12338.0,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12336.8,M1,12338.0,C2_FVG_BREAKER
2023-03-07 13:47:00,BEARISH,D1-20230306-BEARISH,12336.9,M1,12337.6,C2_FVG_BREAKER
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12335.3,M1,12335.7,C2_FVG_BREAKER
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12335.3,M1,12335.7,C2_FVG_BREAKER
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12336.3,M1,12337.0,C1_OB_FVG
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12335.7,M1,12336.1,C1_OB_FVG
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12336.8,M1,12337.0,C1_OB_FVG
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12336.9,M1,12337.0,C1_OB_FVG
2023-03-07 13:55:00,BEARISH,D1-20230306-BEARISH,12336.2,M1,12336.5,C1_OB_FVG
2023-03-07 13:56:00,BEARISH,D1-20230306-BEARISH,12334.4,M1,12335.0,C2_FVG_BREAKER
2023-03-07 13:56:00,BEARISH,D1-20230306-BEARISH,12334.5,M1,12335.0,C2_FVG_BREAKER
2023-03-07 13:57:00,BEARISH,D1-20230306-BEARISH,12331.5,M1,12333.6,C2_FVG_BREAKER
2023-03-07 13:57:00,BEARISH,D1-20230306-BEARISH,12333.4,M1,12333.8,C2_FVG_BREAKER
2023-03-07 13:57:00,BEARISH,D1-20230306-BEARISH,12334.0,M1,12334.3,C2_FVG_BREAKER
2023-03-07 13:57:00,BEARISH,D1-20230306-BEARISH,12333.7,M1,12334.3,C2_FVG_BREAKER
2023-03-07 14:20:00,BEARISH,D1-20230306-BEARISH,12335.3,M1,12335.7,C2_FVG_BREAKER
2023-03-07 14:20:00,BEARISH,D1-20230306-BEARISH,12335.3,M1,12335.7,C2_FVG_BREAKER
2023-03-07 14:24:00,BEARISH,D1-20230306-BEARISH,12332.0,M1,12333.4,C2_FVG_BREAKER
2023-03-07 14:24:00,BEARISH,D1-20230306-BEARISH,12333.4,M1,12333.6,C1_OB_FVG
2023-03-07 14:24:00,BEARISH,D1-20230306-BEARISH,12333.4,M1,12333.8,C1_OB_FVG
2023-03-07 14:25:00,BEARISH,D1-20230306-BEARISH,12331.5,M1,12331.7,C2_FVG_BREAKER
